Domain,NLP Task,Value
Agricultural biotechnology,part-of-speech tagging,0
Agricultural biotechnology,stemming,0
Agricultural biotechnology,grammar induction,0
Agricultural biotechnology,sentence breaking ,0
Agricultural biotechnology,parsing,0
Agricultural biotechnology,lexical semantics,0
Agricultural biotechnology,distributional semantics,0
Agricultural biotechnology,named entity recognition,0
Agricultural biotechnology,sentiment analysis,0
Agricultural biotechnology,terminology extraction,0
Agricultural biotechnology,word-sense disambiguation,0
Agricultural biotechnology,entity linking,0
Agricultural biotechnology,multiword expressions,0
Agricultural biotechnology,relationship extraction,0
Agricultural biotechnology,semantic parsing,0
Agricultural biotechnology,semantic role labelling,0
Agricultural biotechnology,coreference resolution,0
Agricultural biotechnology,discourse analysis,0
Agricultural biotechnology,implicit semantic role labelling,0
Agricultural biotechnology,recognizing textual entailment,0
Agricultural biotechnology,topic segmentation,0
Agricultural biotechnology,argument mining,0
Agricultural biotechnology,anaphora resolution,0
Psychology,optical character recognition,1
Psychology,speech recognition,1
Psychology,speech segmentation,0
Psychology,text-to-speech,0
Psychology,word segmentation,0
Psychology,lemmatization,0
Psychology,morphological segmentation,0
Psychology,part-of-speech tagging,0
Psychology,stemming,1
Psychology,grammar induction,0
Psychology,sentence breaking ,0
Psychology,parsing,2
Psychology,lexical semantics,0
Psychology,distributional semantics,0
Psychology,named entity recognition,0
Psychology,sentiment analysis,8
Psychology,terminology extraction,0
Psychology,word-sense disambiguation,1
Psychology,entity linking,0
Psychology,multiword expressions,0
Psychology,relationship extraction,0
Psychology,semantic parsing,0
Psychology,semantic role labelling,0
Psychology,coreference resolution,0
Psychology,discourse analysis,2
Psychology,implicit semantic role labelling,0
Psychology,recognizing textual entailment,0
Psychology,topic segmentation,0
Psychology,argument mining,0
Psychology,anaphora resolution,0
Cognitive sciences,optical character recognition,0
Cognitive sciences,speech recognition,0
Cognitive sciences,speech segmentation,0
Cognitive sciences,text-to-speech,0
Cognitive sciences,word segmentation,0
Cognitive sciences,lemmatization,0
Cognitive sciences,morphological segmentation,0
Cognitive sciences,part-of-speech tagging,0
Cognitive sciences,stemming,0
Cognitive sciences,grammar induction,0
Cognitive sciences,sentence breaking ,0
Cognitive sciences,parsing,0
Cognitive sciences,lexical semantics,0
Cognitive sciences,distributional semantics,0
Cognitive sciences,named entity recognition,0
Cognitive sciences,sentiment analysis,0
Cognitive sciences,terminology extraction,0
Cognitive sciences,word-sense disambiguation,0
Cognitive sciences,entity linking,0
Cognitive sciences,multiword expressions,0
Cognitive sciences,relationship extraction,0
Cognitive sciences,semantic parsing,0
Cognitive sciences,semantic role labelling,0
Cognitive sciences,coreference resolution,0
Cognitive sciences,discourse analysis,0
Cognitive sciences,implicit semantic role labelling,0
Cognitive sciences,recognizing textual entailment,0
Cognitive sciences,topic segmentation,0
Cognitive sciences,argument mining,0
Cognitive sciences,anaphora resolution,0
Economics,optical character recognition,0
Economics,speech recognition,0
Economics,speech segmentation,0
Economics,text-to-speech,0
Economics,word segmentation,1
Economics,lemmatization,0
Economics,morphological segmentation,0
Economics,part-of-speech tagging,1
Economics,stemming,0
Economics,grammar induction,0
Economics,sentence breaking ,0
Economics,parsing,1
Economics,lexical semantics,0
Economics,distributional semantics,1
Economics,named entity recognition,0
Economics,sentiment analysis,1
Economics,terminology extraction,1
Economics,word-sense disambiguation,0
Economics,entity linking,0
Economics,multiword expressions,0
Economics,relationship extraction,0
Economics,semantic parsing,0
Economics,semantic role labelling,0
Economics,coreference resolution,0
Economics,discourse analysis,0
Economics,implicit semantic role labelling,0
Economics,recognizing textual entailment,0
Economics,topic segmentation,0
Economics,argument mining,0
Economics,anaphora resolution,0
Business,optical character recognition,8
Business,speech recognition,6
Business,speech segmentation,0
Business,text-to-speech,0
Business,word segmentation,8
Business,lemmatization,2
Business,morphological segmentation,1
Business,part-of-speech tagging,5
Business,stemming,0
Business,grammar induction,0
Business,sentence breaking ,0
Business,parsing,16
Business,lexical semantics,1
Business,distributional semantics,1
Business,named entity recognition,9
Business,sentiment analysis,12
Business,terminology extraction,1
Business,word-sense disambiguation,9
Business,entity linking,5
Business,multiword expressions,3
Business,relationship extraction,0
Business,semantic parsing,0
Business,semantic role labelling,0
Business,coreference resolution,3
Business,discourse analysis,1
Business,implicit semantic role labelling,0
Business,recognizing textual entailment,0
Business,topic segmentation,0
Business,argument mining,0
Business,anaphora resolution,1
Finance,optical character recognition,5
Finance,speech recognition,1
Finance,speech segmentation,0
Finance,text-to-speech,0
Finance,word segmentation,2
Finance,lemmatization,4
Finance,morphological segmentation,1
Finance,part-of-speech tagging,0
Finance,stemming,1
Finance,grammar induction,0
Finance,sentence breaking ,0
Finance,parsing,4
Finance,lexical semantics,1
Finance,distributional semantics,2
Finance,named entity recognition,2
Finance,sentiment analysis,5
Finance,terminology extraction,1
Finance,word-sense disambiguation,2
Finance,entity linking,0
Finance,multiword expressions,1
Finance,relationship extraction,0
Finance,semantic parsing,0
Finance,semantic role labelling,0
Finance,coreference resolution,0
Finance,discourse analysis,0
Finance,implicit semantic role labelling,0
Finance,recognizing textual entailment,0
Finance,topic segmentation,0
Finance,argument mining,0
Finance,anaphora resolution,0
Tourism,optical character recognition,0
Tourism,speech recognition,0
Tourism,speech segmentation,0
Tourism,text-to-speech,0
